date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-01-31,BKK,departure,19:20,RGN Yangon,8M332,,1h 20m,19:20 | MAI | RGN Yangon | 8M332 | 1h 20m | DETAILS,2026-01-28T09:50:12.041093
2026-01-31,BKK,departure,19:20,HKT Phuket,VZ308,,1h 30m,19:20 | Vietjet Thailand | HKT Phuket | VZ308 | 1h 30m | DETAILS,2026-01-28T09:50:12.122556
2026-01-31,BKK,departure,19:25,USM Koh Samui,PG193,,1h 10m,19:25 | Bangkok Airways | USM Koh Samui | PG193 | 1h 10m | DETAILS,2026-01-28T09:50:12.200950
2026-01-31,BKK,departure,19:30,PEK Beijing,CA960,,4h 35m,19:30 | Air China | PEK Beijing | CA960 | 4h 35m | DETAILS,2026-01-28T09:50:12.273780
2026-01-31,BKK,departure,19:30,KMG Kunming,KY8370,,2h 35m,19:30 | Kunming Airlines | KMG Kunming | KY8370 | 2h 35m | DETAILS,2026-01-28T09:50:12.349799
2026-01-31,BKK,departure,19:30,PEN Penang,TG425,,1h 50m,19:30 | Thai Airways | PEN Penang | TG425 | 1h 50m | DETAILS,2026-01-28T09:50:12.459247
2026-01-31,BKK,departure,19:30,SZX Shenzhen,ZH308,,2h 45m,19:30 | Shenzhen Airlines | SZX Shenzhen | ZH308 | 2h 45m | DETAILS,2026-01-28T09:50:12.527202
2026-01-31,BKK,departure,19:35,CNX Chiang Mai,PG219,,1h 25m,19:35 | Bangkok Airways | CNX Chiang Mai | PG219 | 1h 25m | DETAILS,2026-01-28T09:50:12.593718
2026-01-31,BKK,departure,19:35,SGN Ho Chi Minh City,VN606,,1h 45m,19:35 | Vietnam Airlines | SGN Ho Chi Minh City | VN606 | 1h 45m | DETAILS,2026-01-28T09:50:12.660406
2026-01-31,BKK,departure,19:40,KKC Khon Kaen,TG46,,1h 0m,19:40 | Thai Airways | KKC Khon Kaen | TG46 | 1h 0m | DETAILS,2026-01-28T09:50:12.725455
2026-01-31,BKK,departure,19:40,AMD Ahmedabad,VZ750,,4h 45m,19:40 | Vietjet Thailand | AMD Ahmedabad | VZ750 | 4h 45m | DETAILS,2026-01-28T09:50:12.788265
2026-01-31,BKK,departure,19:40,HKT Phuket,PG279,,1h 30m,19:40 | Bangkok Airways | HKT Phuket | PG279 | 1h 30m | DETAILS,2026-01-28T09:50:12.849212
2026-01-31,BKK,departure,19:50,SAI Siem Reap,EK370,,1h 20m,19:50 | Emirates | SAI Siem Reap | EK370 | 1h 20m | DETAILS,2026-01-28T09:50:12.913899
2026-01-31,BKK,departure,19:50,DOH Doha,QR833,,7h 25m,19:50 | Qatar Airways | DOH Doha | QR833 | 7h 25m | DETAILS,2026-01-28T09:50:12.976966
2026-01-31,BKK,departure,19:50,HDY Hat Yai,VZ328,,1h 25m,19:50 | Vietjet Thailand | HDY Hat Yai | VZ328 | 1h 25m | DETAILS,2026-01-28T09:50:13.041113
2026-01-31,BKK,departure,19:55,PVG Shanghai,FM840,,4h 25m,19:55 | Shanghai Airlines | PVG Shanghai | FM840 | 4h 25m | DETAILS,2026-01-28T09:50:13.104599
2026-01-31,BKK,departure,19:55,CAN Guangzhou,CZ8020,,2h 50m,19:55 | China Southern | CAN Guangzhou | CZ8020 | 2h 50m | DETAILS,2026-01-28T09:50:13.213713
2026-01-31,BKK,departure,20:00,SIN Singapore,SQ713,,2h 30m,20:00 | Singapore Airlines | SIN Singapore | SQ713 | 2h 30m | DETAILS,2026-01-28T09:50:13.296338
2026-01-31,BKK,departure,20:00,TPE Taipei,VZ570,,3h 40m,20:00 | Vietjet Thailand | TPE Taipei | VZ570 | 3h 40m | DETAILS,2026-01-28T09:50:13.366385
2026-01-31,BKK,departure,20:00,TLV Tel Aviv-Yafo,IZ592,,11h 25m,20:00 | Arkia | TLV Tel Aviv-Yafo | IZ592 | 11h 25m | DETAILS,2026-01-28T09:50:13.438016
2026-01-31,BKK,departure,20:00,DEL Delhi,TG315,,4h 30m,20:00 | Thai Airways | DEL Delhi | TG315 | 4h 30m | DETAILS,2026-01-28T09:50:13.541764
2026-01-31,BKK,departure,20:05,SGN Ho Chi Minh City,VJ806,,1h 30m,20:05 | VietJet | SGN Ho Chi Minh City | VJ806 | 1h 30m | DETAILS,2026-01-28T09:50:13.601678
2026-01-31,BKK,departure,20:05,PVG Shanghai,VZ3524,,4h 25m,20:05 | Vietjet Thailand | PVG Shanghai | VZ3524 | 4h 25m | DETAILS,2026-01-28T09:50:13.682984
2026-01-31,BKK,departure,20:05,KUL Kuala Lumpur,MH781,,2h 20m,20:05 | Malaysia Airlines | KUL Kuala Lumpur | MH781 | 2h 20m | DETAILS,2026-01-28T09:50:13.756220
2026-01-31,BKK,departure,20:05,MCT Muscat,WY816,,6h 10m,20:05 | Oman Air | MCT Muscat | WY816 | 6h 10m | DETAILS,2026-01-28T09:50:13.820737
2026-01-31,BKK,departure,20:10,HKT Phuket,FD4419,,1h 40m,20:10 | Thai AirAsia | HKT Phuket | FD4419 | 1h 40m | DETAILS,2026-01-28T09:50:13.878603
2026-01-31,BKK,departure,20:10,OVB Novosibirsk,S75702,,10h 0m,20:10 | S7 Airlines | OVB Novosibirsk | S75702 | 10h 0m | DETAILS,2026-01-28T09:50:13.940165
2026-01-31,BKK,departure,20:15,SIN Singapore,TR617,,2h 40m,20:15 | Scoot | SIN Singapore | TR617 | 2h 40m | DETAILS,2026-01-28T09:50:14.000636
2026-01-31,BKK,departure,20:20,CNX Chiang Mai,FD4096,,1h 30m,20:20 | Thai AirAsia | CNX Chiang Mai | FD4096 | 1h 30m | DETAILS,2026-01-28T09:50:14.061422
2026-01-31,BKK,departure,20:25,KBV Krabi,PG263,,1h 25m,20:25 | Bangkok Airways | KBV Krabi | PG263 | 1h 25m | DETAILS,2026-01-28T09:50:14.148759
2026-01-31,BKK,departure,20:30,DOH Doha,QR829,,7h 25m,20:30 | Qatar Airways | DOH Doha | QR829 | 7h 25m | DETAILS,2026-01-28T09:50:14.209346
2026-01-31,BKK,departure,20:35,KMG Kunming,KY8368,,2h 5m,20:35 | Kunming Airlines | KMG Kunming | KY8368 | 2h 5m | DETAILS,2026-01-28T09:50:14.279783
2026-01-31,BKK,departure,20:40,AUH Abu Dhabi,EY407,,6h 50m,20:40 | Etihad | AUH Abu Dhabi | EY407 | 6h 50m | DETAILS,2026-01-28T09:50:14.355686
2026-01-31,BKK,departure,20:40,BOM Mumbai,VZ760,,4h 40m,20:40 | Vietjet Thailand | BOM Mumbai | VZ760 | 4h 40m | DETAILS,2026-01-28T09:50:14.433245
2026-01-31,BKK,departure,20:45,VTE Vientiane,QV446,,1h 0m,20:45 | Lao Airlines | VTE Vientiane | QV446 | 1h 0m | DETAILS,2026-01-28T09:50:14.505123
2026-01-31,BKK,departure,20:45,DXB Dubai,EK373,,7h 15m,20:45 | Emirates | DXB Dubai | EK373 | 7h 15m | DETAILS,2026-01-28T09:50:14.582842
2026-01-31,BKK,departure,20:45,RGN Yangon,8M351,,1h 20m,20:45 | MAI | RGN Yangon | 8M351 | 1h 20m | DETAILS,2026-01-28T09:50:14.694299
2026-01-31,BKK,departure,20:45,CNX Chiang Mai,VZ118,,1h 20m,20:45 | Vietjet Thailand | CNX Chiang Mai | VZ118 | 1h 20m | DETAILS,2026-01-28T09:50:14.766079
2026-01-31,BKK,departure,20:50,BOM Mumbai,AI2338,,4h 50m,20:50 | Air India | BOM Mumbai | AI2338 | 4h 50m | DETAILS,2026-01-28T09:50:14.838503
2026-01-31,BKK,departure,20:55,CNX Chiang Mai,FD4102,,1h 25m,20:55 | Thai AirAsia | CNX Chiang Mai | FD4102 | 1h 25m | DETAILS,2026-01-28T09:50:14.902829
2026-01-31,BKK,departure,20:55,AMD Ahmedabad,TG343,,4h 45m,20:55 | Thai Airways | AMD Ahmedabad | TG343 | 4h 45m | DETAILS,2026-01-28T09:50:14.970147
2026-01-31,BKK,departure,21:00,BLR Bengaluru,6E1056,,3h 55m,21:00 | IndiGo | BLR Bengaluru | 6E1056 | 3h 55m | DETAILS,2026-01-28T09:50:15.032734
2026-01-31,BKK,departure,21:00,HKT Phuket,VZ2308,,1h 35m,21:00 | Vietjet Thailand | HKT Phuket | VZ2308 | 1h 35m | DETAILS,2026-01-28T09:50:15.097584
2026-01-31,BKK,departure,21:05,KMG Kunming,MU9614,,2h 35m,21:05 | China Eastern | KMG Kunming | MU9614 | 2h 35m | DETAILS,2026-01-28T09:50:15.161267
2026-01-31,BKK,departure,21:10,SIN Singapore,SQ719,,2h 30m,21:10 | Singapore Airlines | SIN Singapore | SQ719 | 2h 30m | DETAILS,2026-01-28T09:50:15.230012
2026-01-31,BKK,departure,21:15,KTM Kathmandu,TG309,,3h 25m,21:15 | Thai Airways | KTM Kathmandu | TG309 | 3h 25m | DETAILS,2026-01-28T09:50:15.287137
2026-01-31,BKK,departure,21:15,SGN Ho Chi Minh City,VN608,,1h 45m,21:15 | Vietnam Airlines | SGN Ho Chi Minh City | VN608 | 1h 45m | DETAILS,2026-01-28T09:50:15.347967
2026-01-31,BKK,departure,21:25,BNE Brisbane,JQ66,,9h 5m,21:25 | Jetstar | BNE Brisbane | JQ66 | 9h 5m | DETAILS,2026-01-28T09:50:15.430695
2026-01-31,BKK,departure,21:30,ICN Seoul,KE658,,5h 15m,21:30 | Korean Air | ICN Seoul | KE658 | 5h 15m | DETAILS,2026-01-28T09:50:15.509557
2026-01-31,BKK,departure,21:30,HKT Phuket,PG287,,1h 30m,21:30 | Bangkok Airways | HKT Phuket | PG287 | 1h 30m | DETAILS,2026-01-28T09:50:15.587500
2026-01-31,BKK,departure,21:35,CRK Angeles,5J944,,3h 25m,21:35 | Cebu Pacific | CRK Angeles | 5J944 | 3h 25m | DETAILS,2026-01-28T09:50:15.660637
2026-01-31,BKK,departure,21:40,TFU Chengdu,EU2868,,3h 0m,21:40 | Chengdu Airlines | TFU Chengdu | EU2868 | 3h 0m | DETAILS,2026-01-28T09:50:15.763037
2026-01-31,BKK,departure,21:40,RGN Yangon,UB18,,1h 25m,21:40 | Myanmar National Airlines | RGN Yangon | UB18 | 1h 25m | DETAILS,2026-01-28T09:50:15.817452
2026-01-31,BKK,departure,21:50,BLR Bengaluru,TG325,,3h 45m,21:50 | Thai Airways | BLR Bengaluru | TG325 | 3h 45m | DETAILS,2026-01-28T09:50:15.871879
2026-01-31,BKK,departure,21:55,CAN Guangzhou,9C7420,,3h 5m,21:55 | Spring Airlines | CAN Guangzhou | 9C7420 | 3h 5m | DETAILS,2026-01-28T09:50:15.926114
2026-01-31,BKK,departure,21:55,CMB Colombo,TG307,,3h 36m,21:55 | Thai Airways | CMB Colombo | TG307 | 3h 36m | DETAILS,2026-01-28T09:50:15.981681
2026-01-31,BKK,departure,21:55,HYD Hyderabad,TG329,,3h 36m,21:55 | Thai Airways | HYD Hyderabad | TG329 | 3h 36m | DETAILS,2026-01-28T09:50:16.033405
2026-01-31,BKK,departure,21:55,MAA Chennai,TG337,,3h 36m,21:55 | Thai Airways | MAA Chennai | TG337 | 3h 36m | DETAILS,2026-01-28T09:50:16.091206
2026-01-31,BKK,departure,22:05,BOM Mumbai,6E1060,,4h 45m,22:05 | IndiGo | BOM Mumbai | 6E1060 | 4h 45m | DETAILS,2026-01-28T09:50:16.156972
2026-01-31,BKK,departure,22:05,HND Tokyo,JL34,,5h 35m,22:05 | JAL | HND Tokyo | JL34 | 5h 35m | DETAILS,2026-01-28T09:50:16.208293
2026-01-31,BKK,departure,22:05,TLV Tel Aviv-Yafo,LY86,,11h 15m,22:05 | El Al | TLV Tel Aviv-Yafo | LY86 | 11h 15m | DETAILS,2026-01-28T09:50:16.261117
2026-01-31,BKK,departure,22:10,HAN Hanoi,VN616,,1h 55m,22:10 | Vietnam Airlines | HAN Hanoi | VN616 | 1h 55m | DETAILS,2026-01-28T09:50:16.312625
2026-01-31,BKK,departure,22:10,CNX Chiang Mai,VZ2104,,1h 25m,22:10 | Vietjet Thailand | CNX Chiang Mai | VZ2104 | 1h 25m | DETAILS,2026-01-28T09:50:16.378609
2026-01-31,BKK,departure,22:15,BOM Mumbai,TG351,,4h 35m,22:15 | Thai Airways | BOM Mumbai | TG351 | 4h 35m | DETAILS,2026-01-28T09:50:16.453185
2026-01-31,BKK,departure,22:20,DEL Delhi,AI2303,,4h 50m,22:20 | Air India | DEL Delhi | AI2303 | 4h 50m | DETAILS,2026-01-28T09:50:16.521909
2026-01-31,BKK,departure,22:20,ICN Seoul,BX728,,5h 45m,22:20 | Air Busan | ICN Seoul | BX728 | 5h 45m | DETAILS,2026-01-28T09:50:16.594182
2026-01-31,BKK,departure,22:20,IST Istanbul,TK53,,10h 55m,22:20 | Turkish Airlines | IST Istanbul | TK53 | 10h 55m | DETAILS,2026-01-28T09:50:16.662573
2026-01-31,BKK,departure,22:20,RGN Yangon,8M373,,1h 20m,22:20 | MAI | RGN Yangon | 8M373 | 1h 20m | DETAILS,2026-01-28T09:50:16.759505
2026-01-31,BKK,departure,22:20,HKT Phuket,VZ316,,1h 35m,22:20 | Vietjet Thailand | HKT Phuket | VZ316 | 1h 35m | DETAILS,2026-01-28T09:50:16.814785
2026-01-31,BKK,departure,22:25,ICN Seoul,LJ2,,5h 40m,22:25 | Jin Air | ICN Seoul | LJ2 | 5h 40m | DETAILS,2026-01-28T09:50:16.866802
2026-01-31,BKK,departure,22:25,HND Tokyo,NH850,,5h 40m,22:25 | ANA | HND Tokyo | NH850 | 5h 40m | DETAILS,2026-01-28T09:50:16.934350
2026-01-31,BKK,departure,22:25,ICN Seoul,ZE512,,5h 55m,22:25 | Eastar Jet | ICN Seoul | ZE512 | 5h 55m | DETAILS,2026-01-28T09:50:16.988170
2026-01-31,BKK,departure,22:30,NRT Tokyo,TG640,,5h 50m,22:30 | Thai Airways | NRT Tokyo | TG640 | 5h 50m | DETAILS,2026-01-28T09:50:17.041208
2026-01-31,BKK,departure,22:30,AMM Amman,RJ183,,9h 40m,22:30 | Royal Jordanian | AMM Amman | RJ183 | 9h 40m | DETAILS,2026-01-28T09:50:17.113297
2026-01-31,BKK,departure,22:35,SYD Sydney,TG471,,9h 20m,22:35 | Thai Airways | SYD Sydney | TG471 | 9h 20m | DETAILS,2026-01-28T09:50:17.172852
2026-01-31,BKK,departure,22:45,MFM Macau,NX991,,2h 45m,22:45 | Air Macau | MFM Macau | NX991 | 2h 45m | DETAILS,2026-01-28T09:50:17.225884
2026-01-31,BKK,departure,22:55,SIN Singapore,TR615,,2h 50m,22:55 | Scoot | SIN Singapore | TR615 | 2h 50m | DETAILS,2026-01-28T09:50:17.281909
2026-01-31,BKK,departure,22:55,ICN Seoul,YP602,,5h 40m,22:55 | Air Premia | ICN Seoul | YP602 | 5h 40m | DETAILS,2026-01-28T09:50:17.333449
2026-01-31,BKK,departure,22:55,PUS Busan,BX726,,5h 25m,22:55 | Air Busan | PUS Busan | BX726 | 5h 25m | DETAILS,2026-01-28T09:50:17.403216
2026-01-31,BKK,departure,23:10,LGW London,BA2230,,13h 20m,23:10 | British Airways | LGW London | BA2230 | 13h 20m | DETAILS,2026-01-28T09:50:17.482439
2026-01-31,BKK,departure,23:10,ICN Seoul,TG658,,5h 25m,23:10 | Thai Airways | ICN Seoul | TG658 | 5h 25m | DETAILS,2026-01-28T09:50:17.562497
2026-01-31,BKK,departure,23:15,DAC Dhaka,TG339,,2h 35m,23:15 | Thai Airways | DAC Dhaka | TG339 | 2h 35m | DETAILS,2026-01-28T09:50:17.635463
2026-01-31,BKK,departure,23:15,HND Tokyo,TG682,,5h 40m,23:15 | Thai Airways | HND Tokyo | TG682 | 5h 40m | DETAILS,2026-01-28T09:50:17.704385
2026-01-31,BKK,departure,23:15,IST Istanbul,TK69,,10h 55m,23:15 | Turkish Airlines | IST Istanbul | TK69 | 10h 55m | DETAILS,2026-01-28T09:50:17.797955
2026-01-31,BKK,departure,23:15,ICN Seoul,KE652,,5h 20m,23:15 | Korean Air | ICN Seoul | KE652 | 5h 20m | DETAILS,2026-01-28T09:50:17.865679
2026-01-31,BKK,departure,23:25,DEL Delhi,TG331,,4h 25m,23:25 | Thai Airways | DEL Delhi | TG331 | 4h 25m | DETAILS,2026-01-28T09:50:17.916501
2026-01-31,BKK,departure,23:30,MUC Munich,LH773,,11h 50m,23:30 | Lufthansa | MUC Munich | LH773 | 11h 50m | DETAILS,2026-01-28T09:50:17.967444
2026-01-31,BKK,departure,23:30,ICN Seoul,TG656,,5h 25m,23:30 | Thai Airways | ICN Seoul | TG656 | 5h 25m | DETAILS,2026-01-28T09:50:18.024725
2026-01-31,BKK,departure,23:35,CCU Kolkata,TG313,,2h 35m,23:35 | Thai Airways | CCU Kolkata | TG313 | 2h 35m | DETAILS,2026-01-28T09:50:18.079540
2026-01-31,BKK,departure,23:40,FRA Frankfurt,TG920,,12h 15m,23:40 | Thai Airways | FRA Frankfurt | TG920 | 12h 15m | DETAILS,2026-01-28T09:50:18.137369
2026-01-31,BKK,departure,23:45,IST Istanbul,TG900,,10h 20m,23:45 | Thai Airways | IST Istanbul | TG900 | 10h 20m | DETAILS,2026-01-28T09:50:18.192356
2026-01-31,BKK,departure,23:45,NRT Tokyo,ZG52,,5h 45m,23:45 | Zipair | NRT Tokyo | ZG52 | 5h 45m | DETAILS,2026-01-28T09:50:18.244165
2026-01-31,BKK,departure,23:50,MNL Manila,PR733,,3h 10m,23:50 | PAL | MNL Manila | PR733 | 3h 10m | DETAILS,2026-01-28T09:50:18.294457
2026-01-31,BKK,departure,23:50,VIE Vienna,OS8,,11h 35m,23:50 | Austrian | VIE Vienna | OS8 | 11h 35m | DETAILS,2026-01-28T09:50:18.352795
2026-01-31,BKK,departure,23:55,TLV Tel Aviv-Yafo,LY82,,11h 15m,23:55 | El Al | TLV Tel Aviv-Yafo | LY82 | 11h 15m | DETAILS,2026-01-28T09:50:18.428275
2026-01-31,BKK,departure,23:55,ICN Seoul,OZ742,,5h 0m,23:55 | Asiana | ICN Seoul | OZ742 | 5h 0m | DETAILS,2026-01-28T09:50:18.494478
2026-01-31,BKK,departure,23:55,NRT Tokyo,TG642,,5h 45m,23:55 | Thai Airways | NRT Tokyo | TG642 | 5h 45m | DETAILS,2026-01-28T09:50:18.574600
2026-01-31,BKK,departure,23:55,CTS Sapporo,TG670,,6h 25m,23:55 | Thai Airways | CTS Sapporo | TG670 | 6h 25m | DETAILS,2026-01-28T09:50:18.643568
2026-01-31,BKK,departure,23:59,KIX Osaka,TG622,,5h 21m,23:59 | Thai Airways | KIX Osaka | TG622 | 5h 21m | DETAILS,2026-01-28T09:50:18.739959
2026-01-31,BKK,arrival,00:00,PVG Shanghai,9C8755,,4h 45m,00:00 | Spring Airlines | PVG Shanghai | 9C8755 | 4h 45m | DETAILS,2026-01-28T09:51:06.029759
2026-01-31,BKK,arrival,00:00,KBV Krabi,PG264,,1h 30m,00:00 | Bangkok Airways | KBV Krabi | PG264 | 1h 30m | DETAILS,2026-01-28T09:51:06.109117
2026-01-31,BKK,arrival,00:05,PKX Beijing,MU2071,,5h 5m,00:05 | China Eastern | PKX Beijing | MU2071 | 5h 5m | DETAILS,2026-01-28T09:51:06.188992
2026-01-31,BKK,arrival,00:10,TFU Chengdu,3U3937,,3h 20m,00:10 | Sichuan Airlines | TFU Chengdu | 3U3937 | 3h 20m | DETAILS,2026-01-28T09:51:06.262726
2026-01-31,BKK,arrival,00:10,PEK Beijing,CA979,,5h 10m,00:10 | Air China | PEK Beijing | CA979 | 5h 10m | DETAILS,2026-01-28T09:51:06.346630
2026-01-31,BKK,arrival,00:10,CNX Chiang Mai,FD4103,,1h 20m,00:10 | Thai AirAsia | CNX Chiang Mai | FD4103 | 1h 20m | DETAILS,2026-01-28T09:51:06.425666
2026-01-31,BKK,arrival,00:10,ICN Seoul,TW101,,6h 20m,00:10 | T´Way Air | ICN Seoul | TW101 | 6h 20m | DETAILS,2026-01-28T09:51:06.503315
2026-01-31,BKK,arrival,00:15,CCU Kolkata,6E1057,,2h 50m,00:15 | IndiGo | CCU Kolkata | 6E1057 | 2h 50m | DETAILS,2026-01-28T09:51:06.588148
2026-01-31,BKK,arrival,00:15,HKG Hong Kong,CX617,,3h 5m,00:15 | Cathay Pacific | HKG Hong Kong | CX617 | 3h 5m | DETAILS,2026-01-28T09:51:06.701687
2026-01-31,BKK,arrival,00:20,NRT Tokyo,NH805,,7h 25m,00:20 | ANA | NRT Tokyo | NH805 | 7h 25m | DETAILS,2026-01-28T09:51:06.835872
2026-01-31,BKK,arrival,00:25,HKG Hong Kong,HX779,,3h 20m,00:25 | Hong Kong Airlines | HKG Hong Kong | HX779 | 3h 20m | DETAILS,2026-01-28T09:51:07.173781
2026-01-31,BKK,arrival,00:40,HKG Hong Kong,ET609,,2h 50m,00:40 | Ethiopian | HKG Hong Kong | ET609 | 2h 50m | DETAILS,2026-01-28T09:51:07.259750
2026-01-31,BKK,arrival,00:40,HKT Phuket,VZ2309,,1h 30m,00:40 | Vietjet Thailand | HKT Phuket | VZ2309 | 1h 30m | DETAILS,2026-01-28T09:51:07.338783
2026-01-31,BKK,arrival,00:45,ICN Seoul,KE659,,6h 10m,00:45 | Korean Air | ICN Seoul | KE659 | 6h 10m | DETAILS,2026-01-28T09:51:07.416250
2026-01-31,BKK,arrival,00:45,XMN Xiamen,MF843,,3h 30m,00:45 | XiamenAir | XMN Xiamen | MF843 | 3h 30m | DETAILS,2026-01-28T09:51:07.492641
2026-01-31,BKK,arrival,00:50,PVG Shanghai,HO1357,,4h 50m,00:50 | Juneyao Airlines | PVG Shanghai | HO1357 | 4h 50m | DETAILS,2026-01-28T09:51:07.573018
2026-01-31,BKK,arrival,00:55,PVG Shanghai,FM849,,4h 50m,00:55 | Shanghai Airlines | PVG Shanghai | FM849 | 4h 50m | DETAILS,2026-01-28T09:51:07.650766
2026-01-31,BKK,arrival,00:55,ICN Seoul,KE655,,6h 5m,00:55 | Korean Air | ICN Seoul | KE655 | 6h 5m | DETAILS,2026-01-28T09:51:07.733178
2026-01-31,BKK,arrival,01:05,CAN Guangzhou,CZ3035,,3h 5m,01:05 | China Southern | CAN Guangzhou | CZ3035 | 3h 5m | DETAILS,2026-01-28T09:51:07.822893
2026-01-31,BKK,arrival,01:10,DAD Da Nang,EK371,,1h 40m,01:10 | Emirates | DAD Da Nang | EK371 | 1h 40m | DETAILS,2026-01-28T09:51:07.900649
2026-01-31,BKK,arrival,01:15,KMG Kunming,MU893,,2h 40m,01:15 | China Eastern | KMG Kunming | MU893 | 2h 40m | DETAILS,2026-01-28T09:51:07.977467
2026-01-31,BKK,arrival,01:20,XIY Xian,9C6251,,4h 10m,01:20 | Spring Airlines | XIY Xian | 9C6251 | 4h 10m | DETAILS,2026-01-28T09:51:08.078197
2026-01-31,BKK,arrival,01:20,NKG Nanjing,MU2803,,4h 35m,01:20 | China Eastern | NKG Nanjing | MU2803 | 4h 35m | DETAILS,2026-01-28T09:51:08.208316
2026-01-31,BKK,arrival,01:25,RGN Yangon,8M390,,1h 20m,01:25 | MAI | RGN Yangon | 8M390 | 1h 20m | DETAILS,2026-01-28T09:51:08.323346
2026-01-31,BKK,arrival,01:30,PVG Shanghai,CA805,,4h 35m,01:30 | Air China | PVG Shanghai | CA805 | 4h 35m | DETAILS,2026-01-28T09:51:08.426027
2026-01-31,BKK,arrival,01:30,TAE Daegu,TW105,,6h 5m,01:30 | T´Way Air | TAE Daegu | TW105 | 6h 5m | DETAILS,2026-01-28T09:51:08.525911
2026-01-31,BKK,arrival,01:35,TPE Taipei,CI837,,4h 5m,01:35 | China Airlines | TPE Taipei | CI837 | 4h 5m | DETAILS,2026-01-28T09:51:08.871148
2026-01-31,BKK,arrival,01:40,SZX Shenzhen,CZ8157,,3h 5m,01:40 | China Southern | SZX Shenzhen | CZ8157 | 3h 5m | DETAILS,2026-01-28T09:51:08.943562
2026-01-31,BKK,arrival,01:50,CGO Zhengzhou,CZ3079,,4h 25m,01:50 | China Southern | CGO Zhengzhou | CZ3079 | 4h 25m | DETAILS,2026-01-28T09:51:09.019395
2026-01-31,BKK,arrival,01:55,PVG Shanghai,FM841,,4h 35m,01:55 | Shanghai Airlines | PVG Shanghai | FM841 | 4h 35m | DETAILS,2026-01-28T09:51:09.095200
2026-01-31,BKK,arrival,01:55,TNA Jinan,SC8075,,5h 0m,01:55 | Shandong Airlines | TNA Jinan | SC8075 | 5h 0m | DETAILS,2026-01-28T09:51:09.170788
2026-01-31,BKK,arrival,02:05,CAN Guangzhou,MU2077,,3h 0m,02:05 | China Eastern | CAN Guangzhou | MU2077 | 3h 0m | DETAILS,2026-01-28T09:51:09.243449
2026-01-31,BKK,arrival,02:15,SZX Shenzhen,ZH305,,2h 55m,02:15 | Shenzhen Airlines | SZX Shenzhen | ZH305 | 2h 55m | DETAILS,2026-01-28T09:51:09.315959
2026-01-31,BKK,arrival,02:30,IKT Irkutsk,S76305,,6h 20m,02:30 | S7 Airlines | IKT Irkutsk | S76305 | 6h 20m | DETAILS,2026-01-28T09:51:09.387372
2026-01-31,BKK,arrival,02:30,HGH Hangzhou,VZ3537,,4h 30m,02:30 | Vietjet Thailand | HGH Hangzhou | VZ3537 | 4h 30m | DETAILS,2026-01-28T09:51:09.458793
2026-01-31,BKK,arrival,02:35,MNL Manila,5J931,,3h 50m,02:35 | Cebu Pacific | MNL Manila | 5J931 | 3h 50m | DETAILS,2026-01-28T09:51:09.528342
2026-01-31,BKK,arrival,02:40,WUH Wuhan,MU2563,,3h 45m,02:40 | China Eastern | WUH Wuhan | MU2563 | 3h 45m | DETAILS,2026-01-28T09:51:09.617098
2026-01-31,BKK,arrival,02:55,ASB Ashgabat,T5641,,6h 20m,02:55 | Turkmenistan Airlines | ASB Ashgabat | T5641 | 6h 20m | DETAILS,2026-01-28T09:51:09.717322
2026-01-31,BKK,arrival,03:05,XIY Xian,GJ8907,,4h 10m,03:05 | Loong Air | XIY Xian | GJ8907 | 4h 10m | DETAILS,2026-01-28T09:51:09.814625
2026-01-31,BKK,arrival,03:15,BBI Bhubaneswar,6E1065,,2h 40m,03:15 | IndiGo | BBI Bhubaneswar | 6E1065 | 2h 40m | DETAILS,2026-01-28T09:51:09.940168
2026-01-31,BKK,arrival,04:05,PVG Shanghai,FM847,,4h 50m,04:05 | Shanghai Airlines | PVG Shanghai | FM847 | 4h 50m | DETAILS,2026-01-28T09:51:10.038511
2026-01-31,BKK,arrival,04:20,IST Istanbul,TK58,,8h 50m,04:20 | Turkish Airlines | IST Istanbul | TK58 | 8h 50m | DETAILS,2026-01-28T09:51:10.154125
2026-01-31,BKK,arrival,04:50,PNQ Pune,6E1095,,4h 10m,04:50 | IndiGo | PNQ Pune | 6E1095 | 4h 10m | DETAILS,2026-01-28T09:51:10.228354
2026-01-31,BKK,arrival,04:55,CCU Kolkata,VZ771,,2h 35m,04:55 | Vietjet Thailand | CCU Kolkata | VZ771 | 2h 35m | DETAILS,2026-01-28T09:51:10.295655
2026-01-31,BKK,arrival,05:00,KIX Osaka,JL727,,6h 15m,05:00 | JAL | KIX Osaka | JL727 | 6h 15m | DETAILS,2026-01-28T09:51:10.370811
2026-01-31,BKK,arrival,05:05,HND Tokyo,JL33,,6h 55m,05:05 | JAL | HND Tokyo | JL33 | 6h 55m | DETAILS,2026-01-28T09:51:10.459310
2026-01-31,BKK,arrival,05:05,BOM Mumbai,TG318,,4h 15m,05:05 | Thai Airways | BOM Mumbai | TG318 | 4h 15m | DETAILS,2026-01-28T09:51:10.529170
2026-01-31,BKK,arrival,05:10,HND Tokyo,NH849,,7h 5m,05:10 | ANA | HND Tokyo | NH849 | 7h 5m | DETAILS,2026-01-28T09:51:10.625871
